Key,Name,Title,Standard Artist,Description,Rarities,Weapon Type,Move Type,Voice ActorEN,Voice ActorJP,Release Date,Entry,Version,Internal ID,Origin,Addition Date,Pre-Inheritance,Legendary Effect,Ally Boost,Standard Effect 1,Standard Effect 2,Duo Skill【Switch】,Duo Skill,Resplendent Artist,Voice ActorEN(ResplendentAttire),Harmonized Skill【Switch】,Resonance Effect,Entries,Mythic Effect,Boost,Ascended Traits,Mythic Effect 2Boost,Mythic Effect 3Boost,Ally Internal ID,Enemy Internal ID,Emblem Effect 1,Emblem Effect 2,Aided Hero,Emblem Effect 1【Switch】
Ross_His_Fathers_Son,Ross,His Father's Son,Meka (めか),"Son of Garcia, a warrior of Renais. A very straightforward and honest lad raised without a mother. He greatly admires his father's skill. Appears in Fire Emblem: The Sacred Stones.",3— 4,Axe,Infantry,Zeno Robinson,Rie Murakawa (村川梨衣),2019-11-07,The Sacred Stones,3.11,PID_ロス(445),70000102500,2019-11-06,,,,,,,,,,,,,,,,,,,,,,,
Roy_Blazing_Bachelors,Roy,Blazing Bachelors,Wada Sachiko (ワダサチコ),"Roy frets over the festival while Eliwood watches on, bemused. What matches might yet be made? They appear in Fire Emblem: The Binding Blade / The Blazing Blade.",5Focus —SpecialHarmonized,Axe,Cavalry,Ray Chase+Yuri Lowenthal,Jun Fukuyama (福山潤)withSakurai Takahiro (櫻井孝宏),2022-05-20,,6.5,PID_双界ロイ(804),50000100100,,,,,,,,,,,"Grants Def/Res+6,【Resonance: Shields】, and【Treachery】to unit and allies from the same titles as unit for 1 turn.(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.) Grants Def/Res+6,【Resonance: Shields】, and【Treachery】to unit and allies from the same titles as unit for 1 turn.【Resonance: Shields】Grants Def/Res+4 during combat and the following effect for 1 turn: ""During unit's first combat in player phase or enemy phase, foe cannot make a follow-up attack.""【Treachery】Unit deals additional damage = total bonuses on unit for 1 turn.(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.)",The Binding Blade/The Blazing BladeIncreases scores inResonant Battles.(More details can be found in the Help messages within Resonant Battles.),The Binding BladeThe Blazing Blade,,,,,,,,,,,
Roy_Blazing_Lion,Roy,Blazing Lion,Meka (めか),"The son of the Marquess of Pherae. After overcoming misfortunes, he quells the uprising at Bern and ends the war between humans and dragons. Appears in Fire Emblem: The Binding Blade.",5Focus —Legendary,Sword,Infantry,Ray Chase,Jun Fukuyama (福山潤),2019-02-27,The Binding Blade,3.2,PID_伝承ロイ(349),50000100100,,,Fire,HP+3,"DuelIf unit is 5★ and level 40 and unit's stats total less than 175, treats unit's stats as 175 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)","Pair UpAn ability that can only be used under certain circumstances. Pair Up can be accessed from the Interact with Allies menu, and allows this unit to join battle in a group with another ally.",,,,,,,,,,,,,,,,,,
Roy_Brave_Lion,Roy,Brave Lion,Wada Sachiko (ワダサチコ),"The son of Eliwood, Marquess of Pherae. Has immense respect for his father and wields his weapon, Durandal. Appears in Fire Emblem: The Binding Blade.",4SR,Sword,Cavalry,Ray Chase,Jun Fukuyama (福山潤),2017-08-31,The Binding Blade,1.6,PID_総選挙ロイ(166),50000100100,,,,,,,,,Hiiragi Akio (柊暁生),,,,,,,,,,,,,,,
Roy_Young_Lion,Roy,Young Lion,BUNBUN,"The son of Eliwood, Marquess of Pherae. Talented leader of Pherae's army. Appears in Fire Emblem: The Binding Blade.",3— 4,Sword,Infantry,Ray Chase,Jun Fukuyama (福山潤),2017-02-02,The Binding Blade,1.0,PID_ロイ(8),50000100100,,,,,,,,,azu-taro (azuタロウ),,,,,,,,,,,,,,,
Roy_Youthful_Gifts,Roy,Youthful Gifts,BUNBUN,"The son of Eliwood, Marquess of Pherae. He decided to visit the festival after receiving an invitation from Lilina. Appears in Fire Emblem: The Binding Blade.",4SR—Special,Colorless bow,Cavalry,Ray Chase,Jun Fukuyama (福山潤),2018-02-09,The Binding Blade,2.2,PID_愛の祭ロイ(215),50000100100,,,,,,,,,,,,,,,,,,,,,,,,
Rudolf_Emperor_of_Rigel,Rudolf,Emperor of Rigel,Miyamoto Satoru (宮本サトル),"The stern, commanding Emperor of Rigel. Father of Alm and uncle of Berkut. Appears in Fire Emblem Echoes: Shadows of Valentia.",4SR—Special,Lance,Armored,Taylor Henry,Sugou Takayuki (菅生隆之),2020-02-06,Echoes,4.2,PID_愛の祭ルドルフ(483),20000900050,,,,,,,,,,,,,,,,,,,,,,,,
Rune_Source_of_Wisdom,Rune,Source of Wisdom,Maeshima Shigeki (前嶋重機),"A boy who fled from Ásgarðr, the celestial realm. Through his mysterious power he can decipher writings that depict the beginning of creation.",5Focus —Mythic,Colorless Tome,Infantry,Veronica Taylor,Shouta Aoi (蒼井翔太),2024-12-06,Heroes,9.0,PID_ルーン(1174),00009900100,,,,,,,,,,,,,,Light,"HP+5, Spd+4",,Raiding Party Bonus,Raiding Party Call,,,,,,
Rutger_Lone_Swordsman,Rutger,Lone Swordsman,Itagaki Hako (板垣ハコ),"A swordsman from Bulgar, a trading city in Sacae. He swore vengeance against Bern after they killed his people, leaving only him alive. Appears in Fire Emblem: The Binding Blade.",3— 5—Grand Hero Battle,Sword,Infantry,Brian Kimmet,Masaaki Mizunaka (水中雅章),2019-03-11,The Binding Blade,3.3,PID_ルトガー(354),50000800700,2019-03-07,,,,,,,,,,,,,,,,,,,,,,,
Ryoma_Dancing_Samurai,Ryoma,Dancing Samurai,Kita Senri (北千里),High Prince of Hoshido. Direct and focused on duty. Currently participating in a traditional Hoshidan summer festival. Appears in Fire Emblem Fates.,4SR—Special,Blue Dagger,Infantry,Matt Mercer,Nakamura Yuichi (中村悠一),2018-08-10,Fates,2.8,PID_夏祭リョウマ(276),110000200300,2018-08-08,,,,,,,,,,,,,,,,,,,,,,,
Ryoma_Peerless_Samurai,Ryoma,Supreme Samurai,Kita Senri (北千里),The eldest brother of the Hoshidan royal siblings. Rules from the heavens on the back of a legendary kinshi. Appears in Fire Emblem Fates.,5Focus —Legendary,Sword,Flying,Matt Mercer,Nakamura Yuichi (中村悠一),2018-05-30,Fates,2.5,PID_伝承リョウマ(254),110000200300,,,Water,"HP+3, Def+4",,,,,,,,,,,,,,,,,,,,
Ryoma_Samurai_at_Ease,Ryoma,Samurai at Ease,PenekoR (п猫Ｒ),High Prince of Hoshido. A font of knowledge about remote and hidden hot springs. Appears in Fire Emblem Fates.,4SR—Special,Lance,Flying,Matt Mercer,Nakamura Yuichi (中村悠一),2019-01-23,Fates,3.1,PID_温泉リョウマ(336),110000200300,,,,,,,,,,,,,,,,,,,,,,,,
Ryoma_Supreme_Samurai,Ryoma,Peerless Samurai,Kita Senri (北千里),"The eldest prince of Hoshido, who wields the legendary blade Raijinto. Appears in Fire Emblem Fates.",4SR,Sword,Infantry,Matt Mercer,Nakamura Yuichi (中村悠一),2017-02-02,Fates,1.0,PID_リョウマ(16),110000200300,,,,,,,,,Clover.K (黒葉.K),,,,,,,,,,,,,,,
Saber_Driven_Mercenary,Saber,Driven Mercenary,PenekoR (п猫Ｒ),A mercenary who will take on any job...if he's paid enough. His identity is a mystery but his skills are unquestionable. Appears in Fire Emblem Echoes: Shadows of Valentia.,4SR,Sword,Infantry,Keith Silverstein,Takehito Koyasu (子安武人),2017-07-13,Echoes,1.5,PID_セーバー(152),20000200500,,,,,,,,,Shimomura Watari (霜村航),,,,,,,,,,,,,,,
Saber_Dune_Walker,Saber,Dune Walker,Meka (めか),A money-hungry mercenary who will take on just about any job if he's paid enough. He makes an appearance at the festival being held in the deserts of Jehanna. Appears in Fire Emblem Echoes: Shadows of Valentia.,4— 5—Tempest Trials,Lance,Infantry,Keith Silverstein,Takehito Koyasu (子安武人),2025-01-17,Echoes,9.1,PID_ジャハナセーバー(1200),20000200500,,,,,,,,,,,,,,,,,,,,,,,,
Safy_Font_of_Piety,Safy,Font of Piety,Naruse Uroko (鳴瀬うろこ),A cleric of the city of Tarrah. Captured and held by pirates while on a journey to recruit warriors to help liberate her homeland. Appears in Fire Emblem: Thracia 776.,5,Staff,Infantry,Caitlin Glass,Misaki Kuno (久野美咲),2024-01-10,Thracia 776,8.1,PID_サフィ(1048),40000200200,2024-01-09,,,,,,,,,,,,,,,,,,,,,,,
Saias_Bishop_of_Flame,Saias,Bishop of Flame,Teita (悌太),A priest of Velthomer; known as one of the greatest tacticians. The brand of the crusader Fjalar resides in his body. Appears in Fire Emblem: Thracia 776.,3— 5—Grand Hero Battle,Blue Tome,Infantry,Ben Lepley,Kazuhiro Nakaya (中谷一博),2018-04-17,Thracia 776,2.4,PID_サイアス(239),40002100100,2018-04-11,,,,,,,,,,,,,,,,,,,,,,,
Sain_Green_Lance,Sain,Green Lance,maCo/Trys Inc.,"An impulsive and playful knight of Caelin. Despite his age, he was appointed to be subcommander of the Caelin knights. Appears in Fire Emblem: The Blazing Blade.",4SR,Lance,Cavalry,Edward Aaron Mendoza,Takashi Kondo (近藤隆),2022-06-08,The Blazing Blade,6.6,PID_セイン(812),60000400200,2022-06-07,,,,,,,,,,,,,,,,,,,,,,,
Saizo_Angry_Ninja,Saizo,Angry Ninja,lack,A severe ninja of Hoshido. Has a twin brother named Kaze. One of Ryoma's retainers. Appears in Fire Emblem Fates.,3— 4,Colorless Dagger,Infantry,Ben Diskin,Tarusuke Shingaki (新垣樽助),2017-02-02,Fates,1.0,PID_サイゾウ(71),110000200400,,,,,,,,,,,,,,,,,,,,,,,,
Saizo_Hoshidos_Flame,Saizo,Hoshido's Flame,Clover.K (黒葉.K),A ninja who serves Ryoma of Hoshido. Determined not to lose to mere novices in the craft he's mastered. Appears in Fire Emblem Fates.,4— 5—Tempest Trials,Lance,Infantry,Ben Diskin,Tarusuke Shingaki (新垣樽助),2023-11-07,Fates,7.11,PID_忍者サイゾウ(1020),110000200400,2023-11-06,,,,,,,,,,,,,,,,,,,,,,,
Sakura_Gentle_Nekomata,Sakura,Gentle Nekomata,Fuzichoco (藤ちょこ),"This Hoshidan princess is so kind that she wouldn't play a trick on anyone, even if they didn't give her candy. Appears in Fire Emblem Fates.",4SR—Special,Colorless Dagger,Infantry,Brianna Knickerbocker,Hisako Kanemoto (金元寿子),2017-10-30,Fates,1.8,PID_ハロサクラ(186),110000201200,,,,,,,,,,,,,,,,,,,,,,,,
Sakura_Hot-Spring_Healer,Sakura,Hot-Spring Healer,Amagaitaro (アマガイタロー),Youngest princess of Hoshido. Well versed in the healing benefits of hot springs. Appears in Fire Emblem Fates.,4SR—Special,Staff,Flying,Brianna Knickerbocker,Hisako Kanemoto (金元寿子),2019-01-23,Fates,3.1,PID_温泉サクラ(333),110000201200,,,,,,,,,,,,,,,,,,,,,,,,
Sakura_In_Full_Bloom,Sakura,In Full Bloom,Fuzichoco (藤ちょこ),Princess of Hoshido who is a gentle healer. She offers a hand to any and all in need. Appears in Fire Emblem Fates.,5Focus —Legendary,Staff,Flying,Brianna Knickerbocker,Hisako Kanemoto (金元寿子),2025-02-28,Fates,9.2,PID_伝承サクラ(1213),110000201200,,,Earth,"HP+3, Res+4","DuelIf unit is 5★ and level 40 and unit's stats total less than 215, treats unit's stats as 215 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)","Pair UpAn ability that can only be used under certain circumstances. Pair Up can be accessed from the Interact with Allies menu, and allows this unit to join battle in a group with another ally.",,,,,,,,,,,,,,,,,,
Sakura_Loving_Priestess,Sakura,Loving Priestess,Fuzichoco (藤ちょこ),Princess of Hoshido who is a gentle healer. Struggles with her shyness. Appears in Fire Emblem Fates.,3— 4,Staff,Infantry,Brianna Knickerbocker,Hisako Kanemoto (金元寿子),2017-02-02,Fates,1.0,PID_サクラ(90),110000201200,,,,,,,,,,,,,,,,,,,,,,,,
Saleh_Vernal_Sage,Saleh,Vernal Sage,Miyajima Haru (ミヤジマハル),"Sage of Caer Pelyn, come to celebrate in the spring festival. Also Ewan's teacher. Appears in Fire Emblem: The Sacred Stones.",4— 5—Tempest Trials,Axe,Cavalry,Kamran R. Khan,Satoru Murakami (村上聡),2021-03-17,The Sacred Stones,5.3,PID_春祭サレフ(642),70000700200,,,,,,,,,,,,,,,,,,,,,,,,
Salem_Dark_Sage,Salem,Dark Sage,Yoneko (米子),"Although he was a priest of the Loptr Church, his doubts drove him to risk his life to leave it. Appears in Fire Emblem: Thracia 776.",3— 5—Grand Hero Battle,Red Tome,Infantry,Paul Cartwright,Shuuhei Takubo (田久保修平),2022-03-19,Thracia 776,6.3,PID_セイラム(786),40004901100,2022-03-18,,,,,,,,,,,,,,,,,,,,,,,
Sanaki_Apostle_in_White,Sanaki,Apostle in White,Tomioka Jiro (富岡二郎),"Empress of Begnion. Known as the Apostle, voice of the goddess. Curiosity led her to participate in a festival about brides. Appears in Fire Emblem: Path of Radiance.",4SR—Special,Green Tome,Flying,Sara Cravens,Mai Nakahara (中原麻衣),2018-05-21,Path of Radiance,2.5,PID_花嫁サナキ(251),80000900100,,,,,,,,,,,,,,,,,,,,,,,,
Sanaki_Begnions_Apostle,Sanaki,Begnion's Apostle,Tomioka Jiro (富岡二郎),"Empress of Begnion. Known as the Apostle, voice of the goddess. Young but dutiful ruler. Appears in Fire Emblem: Radiant Dawn.",4SR,Red Tome,Infantry,Erin Fitzgerald,Mai Nakahara (中原麻衣),2017-02-27,Radiant Dawn,1.0,PID_サナキ(103),90000900100,,,,,,,,,Yamada Kotaro (山田孝太郎),Sara Cravens,,,,,,,,,,,,,,
Sanaki_Dawnsworn_Ninja,Sanaki,Dawnsworn Ninja,Kita Senri (北千里),"Sisters, free from the fate of the apostle, using their ninja garb to conceal their worldly roles. They appear in Fire Emblem: Radiant Dawn.",5Focus —SpecialDuo,Red Tome,Cavalry,Sara Cravens+Veronica Taylor,Mai Nakahara (中原麻衣)withNatsuko Kuwatani (桑谷夏子),2023-11-07,Radiant Dawn,7.11,PID_比翼サナキ(1016),90000900100,2023-11-06,,,,"DuelIf unit is 5★ and level 40 and unit's stats total less than 205, treats unit's stats as 205 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",,,Grants unit another action. (May be used only if unit has already entered combat during the current turn.)(Duo Skills can be used once per map by tapping the Duo button. Duo Skills cannot be used by units deployed usingPair Up.),,,,,,,,,,,,,,,,
Sara_Lady_of_Loptr,Sara,Lady of Loptr,sachie (茶ちえ),"Granddaughter of Lord Manfroy, archbishop and great priest of the Loptr Church. Hates Manfroy for what he did to her parents. Appears in Fire Emblem: Thracia 776.",4SR,Staff,Infantry,Heather Halley,Yuko Ono (大野柚布子),2021-01-08,Thracia 776,5.1,PID_サラ(611),40004900700,2021-01-07,,,,,,,,,,,,,,,,,,,,,,,
Saul_Loving_Shepherd,Saul,Loving Shepherd,Saori Toyota (とよた瑣織),A priest of Saint Elimine who cannot refrain from speaking with any beautiful woman he comes across in his travels. Appears in Fire Emblem: The Binding Blade.,3— 4,Staff,Infantry,Damien Haas,Gen Sato (佐藤元),2023-06-08,The Binding Blade,7.6,PID_サウル(958),50000600200,2023-06-07,,,,,,,,,,,,,,,,,,,,,,,
Saul_Minister_of_Love,Saul,Minister of Love,Saori Toyota (とよた瑣織),A holy priest of St. Elimine. Enjoys spending his time among women. Joining the bridal festival as an observer. Appears in Fire Emblem: The Binding Blade.,4SR—Special,Staff,Cavalry,Damien Haas,Gen Sato (佐藤元),2021-05-20,The Binding Blade,5.5,PID_立会人サウル(663),50000600200,,,,,,,,,,,,,,,,,,,,,,,,
Sayri_Chonsins_Blade,Say'ri,Chon'sin's Blade,Yura (由良),The upright and dignified princess of the Chon'sin dynasty. She has a direct approach and never forgives a crooked deed. Appears in Fire Emblem Awakening.,4SR,Sword,Infantry,Minae Noji,Seiko Yoshida (吉田聖子),2020-06-05,Awakening,4.6,PID_サイリ(529),100000700200,,,,,,,,,,,,,,,,,,,,,,,,
Sayri_Righteous_Bride,Say'ri,Righteous Bride,Homazo (ホマ蔵),Princess of Chon'sin who has been showered with festive bridal blessings. She takes part despite being puzzled by the festival at large. Appears in Fire Emblem Awakening.,5Focus —Special,Lance,Flying,Minae Noji,Seiko Yoshida (吉田聖子),2023-05-19,Awakening,7.5,PID_花嫁サイリ(952),100000700200,,,,,,,,,,,,,,,,,,,,,,,,
Scathach_Astras_Wake,Scáthach,Astra's Wake,Melo Kyuba (灸場メロ),"Wielder of Astra, a secret technique passed on to him from his mother, Ayra. He is the twin of Larcei and cousin to Shannan. Appears in Fire Emblem: Genealogy of the Holy War.",3— 4,Sword,Infantry,Evan Lewis,Arthur Lounsbery (ランズベリー・アーサー),2022-04-18,Genealogy of the Holy War,6.4,PID_スカサハ(796),30005100400,,,,,,,,,,,,,,,,,,,,,,,,
Seadall_Misfortune-Teller,Seadall,Misfortune-Teller,kiyu/Trys Inc.,"A dancer from Solm, and a skilled fortune-teller. He's maintaining his disciplined diet even with all the many sweets around the harvest festival. Appears in Fire Emblem Engage.",4— 5Focus —Special,Red Tome,Infantry,Griffin Puatu,Shogo Sakamoto (阪本奨悟),2023-10-05,Engage,7.10,PID_ハロセアダス(1006),140000600400,2023-10-03,,,,,,,,,,,,,,,,,,,,,,,
Sedgar_Coyotes_Dutiful,Sedgar,Coyote's Dutiful,motsutsu/Trys Inc.,"Second in command of the Coyote's Men of Aurelis. Alongside Wolf, he fights with the pride of the plains people. Appears in Fire Emblem: Mystery of the Emblem.",3— 5—Grand Hero Battle,Green bow,Cavalry,Brandon Winckler,Tsuguo Mogami (最上嗣生),2021-10-19,Shadow Dragon/ (New)Mystery,5.10,PID_ザガロ(723),10000600300,2021-10-18,,,,,,,,,,,,,,,,,,,,,,,
Seidr_Goddess_of_Hope,Seiðr,Goddess of Hope,Yoshiku (四々九),"Goddess of Vanaheimr, the realm of light. Descends upon the land to save the people from destruction. Always acts with propriety.",5Focus —Mythic,Green Tome,Cavalry,Valeria Rodriguez,Hina Yomiya (羊宮妃那),2022-12-07,Heroes,7.0,PID_セイズ(882),00000700100,2022-12-05,,,,,,,,,,,,,Astra,"HP+5, Atk+3",,Raiding Party Bonus,,,,,,,
Seidr_Times_Goddesses,Seiðr,Time's Goddesses,cuboon,"Seiðr and Heiðr, goddesses of the realm of light. The two of them, who are like sisters, have come to bless the new year with light.",5Focus —SpecialDuo,Blue Tome,Flying,Valeria Rodriguez+Alice Himora,Hina Yomiya (羊宮妃那)withSuzuko Mimori (三森すずこ),2024-01-01,Heroes,8.0,PID_比翼セイズ(1041),00000700100,2023-12-28,,,,"DuelIf unit is 5★ and level 40 and unit's stats total less than 205, treats unit's stats as 205 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",,"Grants【Time's Gate】and ""Special cooldown charge +1 per attack during combat (only highest value applied; does not stack)"" to unit and allies within 4 spaces of unit for 1 turn.(Duo Skills can be used once per map by tapping the Duo button. Duo Skills cannot be used by units deployed usingPair Up.) Grants【Time's Gate】and ""Special cooldown charge +1 per attack during combat (only highest value applied; does not stack)"" to unit and allies within 4 spaces of unit for 1 turn.【Time's Gate】Allies within 4 spaces of unit can move to a space adjacent to unit (that turn only).(Duo Skills can be used once per map by tapping the Duo button. Duo Skills cannot be used by units deployed usingPair Up.)",,,,,,,,,,,,,,,,,
Seiros_Saint_of_Legend,Seiros,Saint of Legend,Nishiki Areku (西木あれく),"Founding saint of the Church of Seiros. Stern but gentle, she guides the people of Fódlan and defends them from danger. Appears in Fire Emblem: Three Houses.",5Focus —Mythic,Blue Breath,Infantry,Cherami Leigh,Inoue Kikuko (井上喜久子),2021-01-28,Three Houses,5.1,PID_神階セイロス(621),120000100400,,,,,,,,,,,,,,Anima,"HP+5, Atk+3",,Defensive Team Bonus,,,,,,,
Selena_Admiring_General,Selena,Admiring General,Suzuki Rika (鈴木理華),"A magic user and one of the Imperial Three who goes by the moniker Fluorspar. Adores Emperor Vigarde, who saved her village from disaster. Appears in Fire Emblem: The Sacred Stones.",4— 5Focus —Special,Red Tome,Cavalry,Tiana Camacho,Yurina Watanabe (渡辺優里奈),2024-02-07,The Sacred Stones,8.2,PID_愛の祭セライナ(1060),70000300300,2024-02-06,,,,,,,,,,,,,,,,,,,,,,,
Selena_Cutting_Wit,Selena,Cutting Wit,Zaza (ザザ),A mysterious woman devoted to service. One of Camilla's retainers. Snarky. Appears in Fire Emblem Fates.,3— 4,Sword,Infantry,Julie Ann Taylor,Saori Seto (世戸さおり),2017-02-02,Fates,1.0,PID_ルーナ(20),110000500600,,,,,,,,,Kagawa Ichigo (加川壱互),,,,,,,,,,,,,,,
Selena_Fluorspar,Selena,Fluorspar,Wada Sachiko (ワダサチコ),Commoner from out of a desolate village who used her magic ability to become the Fluorspar of the Imperial Three. Appears in Fire Emblem: The Sacred Stones.,4SR,Blue Tome,Cavalry,Tiana Camacho,Yurina Watanabe (渡辺優里奈),2020-12-08,The Sacred Stones,5.0,PID_セライナ(596),70000300300,,,,,,,,,,,,,,,,,,,,,,,,
Selena_Sandbar_Fluorspar,Selena,Sandbar Fluorspar,Wada Sachiko (ワダサチコ),"One of the Grado Empire's six generals, known as the Fluorspar. Her loyalty is unwavering, even under the summer sea's waves. Appears in Fire Emblem: The Sacred Stones.",4SR—Special,Green Tome,Cavalry,Tiana Camacho,Yurina Watanabe (渡辺優里奈),2020-06-18,The Sacred Stones,4.6,PID_水着セライナ(533),70000300300,,,,,,,,,,,,,,,,,,,,,,,,
Seliph_Enduring_Legacy,Seliph,Enduring Legacy,Wada Sachiko (ワダサチコ),Descendant of the crusader Baldr and son of Sigurd. Brings Jugdral's long war to its conclusion. Appears in Fire Emblem: Genealogy of the Holy War.,4SR,Sword,Cavalry,Christian La Monte,Yuma Uchida (内田雄馬),2022-08-17,Genealogy of the Holy War,6.8,PID_総選挙セリス(840),30005100100,,,,,,,,,,,,,,,,,,,,,,,,
Seliph_Heir_of_Light,Seliph,Heir of Light,Sata (沙汰),"Inheritor of the sacred sword Tyrfing. A savior in his time, but dislikes battle. Julia's half brother. Appears in Fire Emblem: Genealogy of the Holy War.",3— 4,Sword,Infantry,Christian La Monte,Yuma Uchida (内田雄馬),2017-02-15,Genealogy of the Holy War,1.0,PID_セリス(101),30005100100,,,,,,,,,hou,,,,,,,,,,,,,,,
Seliph_Lights_Legacy,Seliph,Light's Legacy,namakawa (生川),Descendant of the crusader Baldr and praised as the Scion of Light. He was invited to the festival to fill the role of a groom. Appears in Fire Emblem: Genealogy of the Holy War.,5Focus —Special,Axe,Cavalry,Christian La Monte,Yuma Uchida (内田雄馬),2025-05-16,Genealogy of the Holy War,9.5,PID_花婿セリス(1245),30005100100,,,,,,,,,,,,,,,,,,,,,,,,
Seliph_Scion_of_Light,Seliph,Scion of Light,Akira Egawa,"Inheritor of the sacred sword Tyrfing. Beside his half sister, Julia, he opposes the dark god Loptous and ends the Holy War. Appears in Fire Emblem: Genealogy of the Holy War.",5Focus —Legendary,Sword,Cavalry,Christian La Monte,Yuma Uchida (内田雄馬),2020-06-30,Genealogy of the Holy War,4.6,PID_伝承セリス(537),30005100100,,,Earth,HP+3,"DuelIf unit is 5★ and level 40 and unit's stats total less than 180, treats unit's stats as 180 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)","Pair UpAn ability that can only be used under certain circumstances. Pair Up can be accessed from the Interact with Allies menu, and allows this unit to join battle in a group with another ally.",,,,,,,,,,,,,,,,,,
Selkie_Free_Spirit,Selkie,Free Spirit,Enkyo Yuichiro (円居雄一郎),"Kaden's daughter, carrying kitsune blood. Highly curious and fearless. Ready to take on any challenge. Appears in Fire Emblem Fates.",4SR,Blue Beast,Cavalry,Lexi Klein,Mitsuki Nakae (中恵光城),2019-02-20,Fates,3.2,PID_キヌ(347),110006901000,,,,,,,,,,,,,,,,,,,,,,,,
Selkie_New_Years_Spirit,Selkie,New Year's Spirit,Enkyo Yuichiro (円居雄一郎),A carefree kitsune. She's dressed up in a kimono and ready to join in the New Year's celebrations. Appears in Fire Emblem Fates.,4SR—Special,Colorless Beast,Cavalry,Lexi Klein,Mitsuki Nakae (中恵光城),2020-01-01,Fates,4.0,PID_年明キヌ(468),110006901000,2019-12-25,,,,,,,,,,,,,,,,,,,,,,,
Sephiran_Hoary_Sovereign,Sephiran,Hoary Sovereign,pikomaro,Senior Statesman of Begnion and Prime Minister who serves Sanaki. Wields his abilities with great skill even at the winter festival. Appears in Fire Emblem: Path of Radiance.,4SR—Special,Staff,Armored,E. Jason Liebrecht,Kazutaka Ishii (石井一貴),2020-12-17,Path of Radiance,5.0,PID_冬祭セフェラン(603),80000901000,,,,,,,,,,,,,,,,,,,,,,,,
Serra_Outspoken_Cleric,Serra,Outspoken Cleric,Kusugi Toku (久杉トク),"Cleric who thinks less of others, more of herself. Serves Hector, brother of the marquess of Ostia. Appears in Fire Emblem: The Blazing Blade.",3— 4,Staff,Infantry,Kate Davis,Ari Ozawa (小澤亜李),2017-02-02,The Blazing Blade,1.0,PID_セーラ(88),60000300300,,,,,,,,,eihi (えいひ),,,,,,,,,,,,,,,
Seteth_Seiros_Adherent,Seteth,Seiros Adherent,Okuma Yugo (大熊ゆうご),"Serves the Church of Seiros as Rhea's right hand. He is serious and stubborn with most, but dotes on his younger sister, Flayn. Appears in Fire Emblem: Three Houses.",3— 4,Lance,Flying,Mark P. Whitten,Takehito Koyasu (子安武人),2020-10-19,Three Houses,4.10,PID_セテス(578),120000500200,,,,,,,,,,,,,,,,,,,,,,,,
Seth_Silver_Knight,Seth,Silver Knight,Fujiwara Ryo (冨士原良),"A young commander of Renais. He's calm, composed, and skilled. Appears in Fire Emblem: The Sacred Stones.",3— 4,Sword,Cavalry,Chris Smith,Rikiya Koyama (小山力也),2017-08-15,The Sacred Stones,1.6,PID_ゼト(160),70000100300,,,,,,,,,Yamada Kotaro (山田孝太郎),,,,,,,,,,,,,,,
Seth_Silver-Sea_Knight,Seth,Silver-Sea Knight,Kuronoyuu (黒野ユウ),"Young general of Renais who has been assigned to protect Eirika, prepared to accompany her into the water if the situation calls for it. Appears in Fire Emblem: The Sacred Stones.",4— 5—Tempest Trials,Axe,Cavalry,Chris Smith,Rikiya Koyama (小山力也),2022-07-07,The Sacred Stones,6.7,PID_水着ゼト(826),70000100300,,,,,,,,,,,,,,,,,,,,,,,,
Setsuna_Absent_Archer,Setsuna,Absent Archer,Kusugi Toku (久杉トク),Hoshidan archer who is either fearless or daydreaming. One of Hinoka's retainers. Appears in Fire Emblem Fates.,3— 4,Colorless bow,Infantry,Connor Kelley,Ayano Ishikawa (石川綾乃),2017-02-02,Fates,1.0,PID_セツナ(66),110000200800,,,,,,,,,,,,,,,,,,,,,,,,
Severa_Bitter_Blossom,Severa,Bitter Blossom,kaya8,"Cordelia's daughter. Came to participate in the spring festival. Kind to her friends, but has a bit of a chip on her shoulder. Appears in Fire Emblem Awakening.",4SR—Special,Red Tome,Cavalry,Julie Ann Taylor,Saori Seto (世戸さおり),2021-03-17,Awakening,5.3,PID_春祭セレナ(641),100006901000,,,,,,,,,,,,,,,,,,,,,,,,
Severa_Secret_Dreamer,Severa,Secret Dreamer,Konfuzi Kokon (紺藤ココン),"Cordelia's daughter, who is always comparing herself to her mother. She is kind to her friends, but acts as if she has something to prove. Appears in Fire Emblem Awakening.",5,Sword,Infantry,Julie Ann Taylor,Saori Seto (世戸さおり),2023-12-07,Awakening,8.0,PID_セレナ(1033),100006901000,2023-12-06,,,,,,,,,,,,,,,,,,,,,,,
